Beta,mu_IR,rho,k,eta,N,mu_EI,loglik,loglik.se
43.775009658735094,2,0.28544140762009185,10.000000000000002,0.0687619250947016,38000,1.3500520279856756,-103.70911972726941,0.07463335163064498
38.785086359403536,2,0.26904232727855676,10.000000000000002,0.07486225388311708,38000,1.6446774471467942,-103.7257734412314,0.07775477538043463
17.871156726016565,2,0.15940734566161177,10.000000000000002,0.14726058725768218,38000,2.7852641777194416,-103.72610852170335,0.09012727744572004
19.29017843559745,2,0.1573492943520777,10.000000000000002,0.1408911798123715,38000,2.590578555567906,-103.73202876008006,0.0817648758272914
18.423768979192563,2,0.16626151936919006,10.000000000000002,0.14090098798181003,38000,3.002706898779317,-103.73251172997126,0.07660693604567044
14.787457384658873,2,0.14957449274480858,10.000000000000002,0.17042263979479802,38000,3.732167231002105,-103.75735745447828,0.04269216033342007
11.85582159918017,2,0.1228076499492237,10.000000000000002,0.21042745348046454,38000,4.428187768073219,-103.76046226187128,0.09807348980354584
8.987262516865002,2,0.09395609553503,10.000000000000002,0.2779301050448492,38000,4.781484168718322,-103.78010236215106,0.05205992066711723
11.332149713386096,2,0.11236151609975019,10.000000000000002,0.2249722322049155,38000,4.257666584217642,-103.7954415719724,0.07522111838265302
36.00190933357007,2,0.2650366184704703,10.000000000000002,0.0782580214326172,38000,1.731036214175539,-103.7984882860487,0.06969556500840018
41.03241768398614,2,0.2794340888272606,10.000000000000002,0.07127616329298551,38000,1.436209951998949,-103.80217989902637,0.06548509865494748
8.29962663481619,2,0.08820265133664641,10.000000000000002,0.298700041141927,38000,5.72753109843669,-103.82029867126396,0.06777605377650252
9.782381314290111,2,0.10331092112368312,10.000000000000002,0.2517798015778393,38000,6.190957840657779,-103.84642630125262,0.0850778244069954
7.416792872495014,2,0.08579319536901438,10.000000000000002,0.32338078836257106,38000,8.919903524234321,-103.87267051708658,0.0643508178707207
11.873335600118889,2,0.12165399205495692,10.000000000000002,0.21055073163218938,38000,5.182222975267538,-103.88090917112653,0.07681009857517013
25.558496375949318,2,0.16948082125321431,10.000000000000002,0.11515975315868666,38000,1.5374264427520201,-103.88439568532034,0.10485300547355195
11.859283303089455,2,0.11605719261725869,10.000000000000002,0.2154453378624466,38000,3.7589835104870226,-103.8879398695281,0.044390428907347665
8.988677706768017,2,0.10017561270374772,10.000000000000002,0.2697504741388721,38000,7.192101994804558,-103.89242027241441,0.07621742183259143
5.86293024257674,2,0.06819046286040524,10.000000000000002,0.40830490752636445,38000,10.296876644610158,-103.91584672786477,0.0499144447939228
8.594163317153539,2,0.09599647685657937,10.000000000000002,0.28381470420494287,38000,6.978460971763291,-103.9271352277929,0.07996747122941447
6.656088234733914,2,0.07114351582113673,10.000000000000002,0.3693507167277296,38000,6.034068885717131,-103.97538644499858,0.08300837037691769
